pdb_id,bin,method,resolution_range,chiralfold_rama_outlier_pct,wwpdb_rama_outlier_pct
5MAE,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.47,0.0
5MNF,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
5R27,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.3,0.0
1MOO,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.79,0.0
2OFC,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
5R1V,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.3,0.0
1MRO,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.89,0.0
5R1Z,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.3,0.0
5R1X,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
5QIF,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.28,0.0
8G4V,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.54,0.0
5MNG,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
6DCM,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
2OR3,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.54,0.54
5M2T,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.4
8G90,xray_ultra,X-RAY DIFFRACTION,<= 1.20,1.16,0.0
5QU1,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
2O7A,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
8GV1,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.48,0.0
5QBO,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.3,0.0
1N4V,xray_ultra,X-RAY DIFFRACTION,<= 1.20,1.01,0.2
5QHZ,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.56,0.0
5MC8,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.58,0.0
5QI2,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.56,0.0
5QHU,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
5QHW,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
5R1W,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.3,0.0
6DQH,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.82,0.0
6EEX,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
8H0T,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.0
5QHV,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.56,0.0
1NLS,xray_ultra,X-RAY DIFFRACTION,<= 1.20,0.0,0.43
5MHI,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.28,0.0
8H0L,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
7FNE,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.19,0.56
5MIW,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.4
1J1P,xray_high,X-RAY DIFFRACTION,1.20-1.80,1.16,0.29
7FNZ,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.19,0.75
4E3N,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.28,0.0
5ZDM,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
1J2A,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.61,1.22
7FOK,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.19,0.19
4E3O,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.28,0.0
5ZCK,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
8GU4,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.37,0.0
5ZFL,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.39
8GTZ,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
5MFX,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.46,0.0
5ZBF,xray_high,X-RAY DIFFRACTION,1.20-1.80,1.44,0.0
5ZEO,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
5ZA7,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
5Z9P,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.28,0.0
1J1B,xray_high,X-RAY DIFFRACTION,1.20-1.80,1.4,0.84
7FOU,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.38
1J35,xray_high,X-RAY DIFFRACTION,1.20-1.80,1.03,1.07
7FO1,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.38
5ZA2,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.43,0.14
1J23,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,1.55
4E3D,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.39,0.0
5ZCC,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.56,0.0
4E3H,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.39,0.0
7FON,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.38,0.38
7FOD,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
7FNH,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.19
7FNJ,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.19,0.75
7FNN,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
1J41,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.35,0.0
5MH6,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.33,0.0
8H1E,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
1J09,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.21
7FNY,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.19,0.75
1J3Z,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.35,0.0
5MHY,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.6,0.4
8GSU,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
1J1F,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.53,0.0
8GSW,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
4E3W,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.15,0.0
5ZBZ,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.46,0.0
7FNI,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.38,0.38
4E4T,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.39,0.0
8H18,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
5ZAE,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
4E4U,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.25,0.0
5MIA,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.6,0.4
5MG0,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
5MH3,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
1IYI,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.89,0.0
1IYN,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.37,0.0
4E5N,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.65,0.2
7FNC,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.19,0.38
1J2T,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.65,0.0
4E3A,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
4E3G,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
8GW5,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.0
1J24,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.76
5Z9T,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.6,0.0
5ZA9,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.0,0.41
1IYH,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.89,0.0
5ZG1,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.4,0.0
1J31,xray_high,X-RAY DIFFRACTION,1.20-1.80,0.77,0.0
1PR5,xray_med,X-RAY DIFFRACTION,1.80-2.50,1.01,1.3
4E17,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.38
7GN8,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.34
3R9P,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.53,0.27
3RAO,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.0
4E3E,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.86,0.29
7GN6,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.33
4E0T,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.25,0.0
4E2D,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.4,0.53
9BXL,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.62,0.0
4E2J,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.59,0.0
7GMD,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.17
4E1N,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.72
3RBJ,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.81,0.27
7GME,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.17
7GML,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.17,0.17
1PQY,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.74,0.49
1PQ0,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,2.14
9BQP,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.33,0.0
1PP9,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.6,0.63
1PRN,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.7
1PPI,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.2,0.0
7GMF,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.17,0.0
9BR6,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.37,0.25
9BTX,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.06,0.25
9BTR,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.33,0.33
4E16,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.89,2.22
4E1D,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.56,0.0
4E28,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.41,0.82
9BW8,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.09,0.0
3R9H,xray_med,X-RAY DIFFRACTION,1.80-2.50,2.41,2.76
1PPE,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.43,0.0
9BQT,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.33,0.33
3R9B,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.17,0.0
7GMY,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.17
7GQV,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.48,0.48
1PPB,xray_med,X-RAY DIFFRACTION,1.80-2.50,1.05,1.72
7GQX,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.48,0.49
7GMG,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.17
1PQZ,xray_med,X-RAY DIFFRACTION,1.80-2.50,3.0,3.0
3RB5,xray_med,X-RAY DIFFRACTION,1.80-2.50,2.96,3.81
4E47,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.62,0.0
4E0Z,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.32,0.0
7GMK,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.17
9BWL,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.51,0.26
3R93,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.0
9BWK,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.64,0.26
7GN3,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.33
7GMM,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.17,0.17
9BSR,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.33,0.0
9BTN,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.2,0.0
4E1J,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.64,0.53
3R9W,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.0
4E45,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.0
7GNN,xray_med,X-RAY DIFFRACTION,1.80-2.50,0.0,0.0
1N15,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.84,0.65
1TJ4,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.41,0.0
1TF6,xray_low,X-RAY DIFFRACTION,2.50-3.40,6.44,11.2
1TFV,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.39,3.9
1N2L,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.63,0.42
8F3I,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.63,0.0
1N11,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.75,4.0
4GC6,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.47,1.18
1N04,xray_low,X-RAY DIFFRACTION,2.50-3.40,2.79,4.99
4GBV,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.23,0.62
1N0H,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.25,0.25
4GI2,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.47,1.65
8F30,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.13,0.38
1N47,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.22,0.54
4GC7,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.59,0.59
4GEJ,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.36,1.89
8F3Q,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.63,0.63
8F2Z,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.63,0.63
1N0F,xray_low,X-RAY DIFFRACTION,2.50-3.40,5.8,6.17
1TKA,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.52,0.59
4GDM,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.52,0.13
8EYZ,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.53,0.0
1N73,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.59,4.89
1TG8,xray_low,X-RAY DIFFRACTION,2.50-3.40,5.47,6.51
1TJ3,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.83,0.83
8F3F,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.16,0.16
4GFP,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.51,0.0
1N5Z,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.66,0.66
8EUT,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.33,0.13
4GDL,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.26,0.26
1N2K,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.05,0.42
1N0G,xray_low,X-RAY DIFFRACTION,2.50-3.40,6.47,8.27
1TLW,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.43,1.22
1TF0,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.66,3.81
1N0V,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.28,2.38
4GBX,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.54,0.54
1N6D,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.57,0.93
4GCL,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.27,0.4
1TFX,xray_low,X-RAY DIFFRACTION,2.50-3.40,1.65,0.72
8EZG,xray_low,X-RAY DIFFRACTION,2.50-3.40,0.0,0.0
2KVA,nmr,SOLUTION NMR,NMR,3.42,1.48
1WGG,nmr,SOLUTION NMR,NMR,2.13,3.08
2KW2,nmr,SOLUTION NMR,NMR,0.0,0.0
1WFT,nmr,SOLUTION NMR,NMR,0.83,1.37
4BH9,nmr,SOLUTION NMR,NMR,5.31,4.56
4BHP,nmr,SOLUTION NMR,NMR,4.83,7.64
2KWB,nmr,SOLUTION NMR,NMR,0.55,1.12
1WFO,nmr,SOLUTION NMR,NMR,3.91,1.8
1L3E,nmr,SOLUTION NMR,NMR,2.88,3.78
1L0M,nmr,SOLUTION NMR,NMR,10.0,22.38
2KWC,nmr,SOLUTION NMR,NMR,0.0,1.29
1KZ5,nmr,SOLUTION NMR,NMR,10.0,6.88
1WF8,nmr,SOLUTION NMR,NMR,1.9,3.29
4ASV,nmr,SOLUTION NMR,NMR,0.0,0.22
1KVZ,nmr,SOLUTION NMR,NMR,0.0,1.67
4B2V,nmr,SOLUTION NMR,NMR,0.0,0.0
4B2R,nmr,SOLUTION NMR,NMR,4.03,2.77
1L2M,nmr,SOLUTION NMR,NMR,0.86,1.72
1WFH,nmr,SOLUTION NMR,NMR,3.23,6.0
1L3H,nmr,SOLUTION NMR,NMR,0.0,1.64
2KW3,nmr,SOLUTION NMR,NMR,4.17,1.27
2KV6,nmr,SOLUTION NMR,NMR,0.0,0.0
1KZ2,nmr,SOLUTION NMR,NMR,7.14,0.0
1WG4,nmr,SOLUTION NMR,NMR,2.08,7.2
1WGE,nmr,SOLUTION NMR,NMR,2.47,1.48
7SCC,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.33,0.09
9QX5,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.49,0.07
9QSZ,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.0,0.0
8YS5,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.81,0.11
9RRO,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.74,0.15
8YRQ,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.36,0.18
8YR0,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.29,0.0
9RVV,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.04,0.0
7SC7,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.63,0.01
9QW9,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.54,0.08
8YVC,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.0,0.0
8YRY,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),1.16,0.0
7SBW,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.35,0.0
9RQT,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.32,0.0
8YQ5,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.0,0.0
9RS6,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.12,0.0
9QTN,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.24,0.0
9QVH,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.84,0.0
9RPT,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.63,0.0
9RSD,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.31,0.0
7SBB,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.62,0.15
9QWN,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.13,0.0
9QWP,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.33,0.0
7SFR,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.5,0.16
9QTY,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.0,0.0
8YR3,cryoem,ELECTRON MICROSCOPY,<=4.5 A (EM),0.34,0.17
